"FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","y","home"
47,89,0.528,15,29,0.517,9,13,0.692,11,46,35,15,8,21,25,37,86,0.43,4,15,0.267,27,35,0.771,13,41,23,9,3,19,15,1,1
45,92,0.489,12,35,0.343,9,15,0.6,12,48,32,9,6,8,13,31,83,0.373,3,21,0.143,12,16,0.75,8,45,16,8,2,14,15,1,0
46,81,0.568,22,38,0.579,21,31,0.677,11,53,32,7,9,23,26,45,92,0.489,10,26,0.385,16,23,0.696,7,30,21,13,2,14,26,1,1
39,80,0.488,16,30,0.533,26,31,0.839,13,48,32,8,7,14,19,39,100,0.39,10,25,0.4,13,15,0.867,19,48,22,9,7,14,24,1,0
40,82,0.488,14,29,0.483,12,15,0.8,14,45,21,2,5,15,19,40,89,0.449,6,19,0.316,17,22,0.773,10,35,18,9,2,8,16,1,1
46,88,0.523,16,34,0.471,8,11,0.727,11,53,31,2,9,18,23,35,94,0.372,9,31,0.29,20,30,0.667,13,41,19,10,7,8,13,1,1
35,73,0.479,16,30,0.533,26,36,0.722,8,43,22,2,5,12,24,40,91,0.44,8,20,0.4,21,26,0.808,11,38,21,9,3,6,27,1,1
44,86,0.512,14,33,0.424,12,23,0.522,10,46,25,9,9,12,18,39,89,0.438,5,17,0.294,15,23,0.652,11,46,21,8,2,13,18,1,1
52,95,0.547,16,35,0.457,11,15,0.733,10,46,29,10,6,15,19,44,100,0.44,14,33,0.424,21,26,0.808,16,44,23,8,3,16,18,1,1
42,107,0.393,9,31,0.29,31,39,0.795,17,67,28,10,11,18,22,49,114,0.43,12,33,0.364,9,16,0.563,11,51,32,7,9,15,30,1,1
36,89,0.404,6,27,0.222,17,25,0.68,15,49,23,9,8,16,20,44,90,0.489,6,14,0.429,14,18,0.778,8,44,31,12,4,16,24,0,1
46,88,0.523,15,32,0.469,21,27,0.778,9,49,32,12,4,17,17,41,91,0.451,5,22,0.227,16,18,0.889,7,41,28,11,4,20,20,1,0
42,87,0.483,9,26,0.346,28,37,0.757,15,46,31,7,4,15,22,42,91,0.462,4,18,0.222,24,28,0.857,14,41,25,6,7,16,29,1,0
39,83,0.47,9,23,0.391,16,16,1,9,40,26,10,9,15,11,33,80,0.413,7,20,0.35,12,14,0.857,12,40,14,9,3,19,18,1,0
32,78,0.41,5,18,0.278,20,27,0.741,8,49,21,7,10,16,19,30,95,0.316,5,30,0.167,18,25,0.72,17,55,12,6,4,11,22,1,0
43,89,0.483,20,42,0.476,16,24,0.667,13,59,33,12,8,18,25,37,95,0.389,13,31,0.419,16,28,0.571,13,48,23,10,4,14,21,1,0
33,81,0.407,7,19,0.368,18,24,0.75,8,37,20,9,0,12,18,42,82,0.512,14,27,0.519,16,20,0.8,12,52,20,6,4,15,19,0,1
43,84,0.512,11,23,0.478,17,27,0.63,12,43,35,8,5,18,20,36,78,0.462,12,30,0.4,26,29,0.897,4,33,21,13,5,15,22,1,1
43,86,0.5,10,28,0.357,15,23,0.652,9,47,34,9,5,13,22,44,105,0.419,5,30,0.167,15,23,0.652,24,52,27,7,0,13,23,1,0
45,87,0.517,15,34,0.441,6,6,1,3,37,32,4,9,11,19,38,86,0.442,7,21,0.333,18,19,0.947,8,41,15,7,1,11,12,1,0
40,86,0.465,13,31,0.419,16,21,0.762,10,54,26,9,9,10,17,29,91,0.319,5,21,0.238,25,30,0.833,15,52,15,7,4,12,16,1,1
46,87,0.529,18,32,0.563,18,21,0.857,5,48,36,6,5,15,20,38,96,0.396,12,33,0.364,20,28,0.714,12,45,21,12,4,9,17,1,1
49,87,0.563,19,37,0.514,11,15,0.733,9,48,35,5,8,18,25,43,92,0.467,8,23,0.348,22,29,0.759,7,34,27,8,3,10,22,1,1
41,86,0.477,7,23,0.304,22,30,0.733,9,49,25,5,1,9,18,41,91,0.451,7,19,0.368,14,16,0.875,9,47,31,2,4,10,19,1,0
42,88,0.477,10,26,0.385,16,20,0.8,7,39,25,9,11,13,25,37,87,0.425,5,22,0.227,33,37,0.892,13,49,22,7,3,13,18,0,1
43,86,0.5,13,33,0.394,17,20,0.85,12,47,26,12,4,19,17,40,90,0.444,4,23,0.174,14,24,0.583,16,47,17,13,3,21,19,1,0
34,94,0.362,10,25,0.4,17,23,0.739,14,47,18,6,9,12,16,47,101,0.465,8,23,0.348,11,20,0.55,17,57,22,8,11,9,22,0,1
46,85,0.541,19,40,0.475,21,27,0.778,6,37,33,7,2,8,25,37,77,0.481,7,19,0.368,17,25,0.68,8,36,22,3,4,15,25,1,1
50,95,0.526,12,32,0.375,13,20,0.65,12,55,38,8,9,10,17,37,100,0.37,1,20,0.05,19,24,0.792,16,49,14,4,4,10,17,1,1
43,90,0.478,14,33,0.424,22,25,0.88,14,50,31,9,4,17,24,44,95,0.463,3,17,0.176,19,27,0.704,15,44,22,11,4,13,20,1,0
44,85,0.518,11,26,0.423,21,25,0.84,10,45,31,15,3,21,25,31,74,0.419,5,14,0.357,23,31,0.742,9,38,21,11,4,25,21,1,0
47,81,0.58,14,29,0.483,19,21,0.905,7,40,33,5,4,9,18,44,87,0.506,11,31,0.355,8,12,0.667,8,34,20,4,0,10,21,1,0
47,95,0.495,13,30,0.433,1,2,0.5,12,57,37,5,7,23,18,42,92,0.457,10,29,0.345,11,21,0.524,8,40,23,18,4,10,8,1,1
42,73,0.575,16,29,0.552,16,23,0.696,3,44,31,8,5,18,21,33,90,0.367,6,18,0.333,23,26,0.885,12,41,19,6,4,11,20,1,1
49,93,0.527,20,41,0.488,16,29,0.552,11,49,35,10,5,18,24,46,91,0.505,8,23,0.348,21,30,0.7,4,38,26,16,4,13,22,1,1
48,97,0.495,7,26,0.269,13,20,0.65,13,46,24,7,4,10,23,36,85,0.424,7,22,0.318,29,37,0.784,12,50,22,10,5,15,18,1,0
44,94,0.468,12,34,0.353,23,26,0.885,14,49,28,5,6,12,26,37,87,0.425,13,33,0.394,23,35,0.657,13,43,24,8,4,12,22,1,0
37,89,0.416,14,40,0.35,24,29,0.828,8,50,24,12,7,13,22,41,93,0.441,6,21,0.286,16,22,0.727,10,50,21,7,6,18,23,1,1
36,92,0.391,12,34,0.353,21,28,0.75,14,47,25,7,4,20,17,52,97,0.536,17,30,0.567,16,23,0.696,8,48,28,12,4,13,21,0,1
42,82,0.512,11,31,0.355,20,26,0.769,6,39,32,8,2,14,19,42,94,0.447,13,36,0.361,15,18,0.833,15,49,24,9,2,14,24,1,1
39,89,0.438,14,45,0.311,10,12,0.833,6,43,30,14,8,13,17,36,86,0.419,10,34,0.294,10,16,0.625,8,47,23,7,7,17,17,1,1
42,90,0.467,13,28,0.464,21,25,0.84,9,43,23,7,2,13,24,40,86,0.465,6,14,0.429,26,31,0.839,11,46,19,8,8,12,23,1,1
53,88,0.602,13,25,0.52,11,16,0.688,8,42,35,9,4,20,21,41,90,0.456,10,26,0.385,22,28,0.786,8,37,23,11,4,15,17,1,1
45,95,0.474,14,32,0.438,17,25,0.68,4,32,25,15,7,11,22,46,96,0.479,9,26,0.346,17,26,0.654,16,62,23,6,4,22,21,1,1
41,103,0.398,12,36,0.333,15,17,0.882,18,51,28,11,3,11,22,37,80,0.463,12,33,0.364,19,24,0.792,7,42,25,9,5,17,17,1,0
47,87,0.54,11,34,0.324,16,21,0.762,4,40,33,11,3,8,20,40,86,0.465,4,20,0.2,22,27,0.815,11,46,22,3,4,14,18,1,0
37,92,0.402,4,30,0.133,17,21,0.81,17,49,32,5,3,20,20,41,87,0.471,9,25,0.36,21,22,0.955,9,41,23,12,6,11,24,0,1
42,84,0.5,16,35,0.457,19,27,0.704,10,50,27,13,7,24,26,40,90,0.444,5,21,0.238,28,34,0.824,9,42,24,14,3,15,21,1,0
48,84,0.571,13,30,0.433,6,10,0.6,9,39,36,10,7,15,23,32,79,0.405,8,20,0.4,22,31,0.71,14,42,21,9,4,18,16,1,0
40,89,0.449,18,40,0.45,30,39,0.769,16,56,23,5,6,8,20,37,86,0.43,19,36,0.528,19,23,0.826,7,39,20,4,4,8,23,1,0
42,84,0.5,11,33,0.333,28,33,0.848,7,42,28,6,9,8,25,45,92,0.489,11,29,0.379,15,20,0.75,9,47,29,3,3,12,30,1,0
47,81,0.58,12,25,0.48,19,23,0.826,8,46,30,6,6,18,22,35,93,0.376,7,25,0.28,30,34,0.882,17,40,18,14,3,8,19,1,0
46,91,0.505,18,37,0.486,11,12,0.917,12,54,32,4,8,12,13,36,91,0.396,7,19,0.368,6,10,0.6,11,38,29,7,3,9,11,1,0
48,95,0.505,22,38,0.579,12,14,0.857,5,42,35,8,7,12,21,41,93,0.441,9,29,0.31,21,22,0.955,11,46,25,4,8,12,15,1,1
31,82,0.378,9,36,0.25,8,10,0.8,7,37,24,12,3,10,21,32,78,0.41,8,21,0.381,15,18,0.833,14,53,17,4,6,17,19,0,1
43,87,0.494,8,24,0.333,15,24,0.625,13,44,31,13,10,16,20,36,82,0.439,7,19,0.368,25,30,0.833,10,37,26,8,5,15,20,1,1
39,87,0.448,15,34,0.441,21,28,0.75,11,50,23,9,5,12,20,36,85,0.424,8,28,0.286,18,27,0.667,8,46,21,8,7,10,22,1,0
43,88,0.489,21,45,0.467,21,23,0.913,7,40,30,8,10,7,16,43,96,0.448,18,35,0.514,16,21,0.762,15,51,31,3,6,11,19,1,0
44,83,0.53,14,33,0.424,15,20,0.75,7,44,32,9,4,18,15,42,90,0.467,10,30,0.333,11,12,0.917,9,37,27,10,3,12,20,1,0
38,87,0.437,11,25,0.44,15,23,0.652,7,55,27,11,6,16,23,36,86,0.419,5,23,0.217,17,27,0.63,7,48,26,6,7,17,19,1,0
39,89,0.438,12,35,0.343,13,18,0.722,9,46,19,6,6,18,21,37,92,0.402,9,32,0.281,13,29,0.448,16,54,14,11,2,15,23,1,1
38,83,0.458,20,43,0.465,10,13,0.769,8,41,25,12,7,22,24,41,87,0.471,8,23,0.348,19,30,0.633,11,44,28,10,1,14,14,0,0
50,88,0.568,18,30,0.6,18,22,0.818,11,43,30,5,8,12,23,38,85,0.447,9,24,0.375,26,33,0.788,11,37,23,8,4,13,16,1,0
49,98,0.5,12,35,0.343,7,8,0.875,9,46,35,9,5,23,29,44,86,0.512,8,17,0.471,28,36,0.778,6,40,30,14,6,17,15,0,0
45,83,0.542,12,25,0.48,10,11,0.909,7,43,33,8,2,15,22,39,80,0.488,7,16,0.438,16,23,0.696,5,32,28,10,2,12,11,1,0
39,87,0.448,10,36,0.278,12,13,0.923,7,48,20,3,7,11,14,37,96,0.385,7,21,0.333,18,20,0.9,17,54,19,8,4,6,16,1,1
34,77,0.442,10,27,0.37,14,18,0.778,7,46,19,7,6,13,18,34,90,0.378,3,17,0.176,15,19,0.789,18,53,21,10,5,11,18,1,1
46,87,0.529,20,47,0.426,13,16,0.813,12,51,35,7,7,17,14,42,98,0.429,8,24,0.333,12,16,0.75,13,40,25,12,1,13,18,1,0
30,87,0.345,8,35,0.229,17,26,0.654,15,44,17,13,8,16,19,40,79,0.506,13,27,0.481,12,18,0.667,9,49,26,9,10,21,26,0,0
30,82,0.366,5,23,0.217,27,36,0.75,12,49,19,3,9,16,20,43,93,0.462,9,26,0.346,17,25,0.68,11,47,26,9,4,8,24,0,0
32,79,0.405,10,36,0.278,15,18,0.833,3,34,20,9,3,17,23,42,86,0.488,9,22,0.409,16,21,0.762,11,48,24,11,5,12,16,0,1
41,89,0.461,9,29,0.31,19,29,0.655,7,34,22,18,7,12,22,40,84,0.476,10,23,0.435,15,22,0.682,14,55,17,7,9,24,24,1,0
42,88,0.477,11,34,0.324,24,34,0.706,16,48,28,8,1,19,20,46,91,0.505,7,20,0.35,15,19,0.789,9,38,28,12,6,14,25,1,0
40,82,0.488,15,36,0.417,21,27,0.778,14,49,23,8,4,21,26,40,93,0.43,9,28,0.321,21,29,0.724,14,43,26,14,3,15,19,1,1
38,86,0.442,7,30,0.233,26,29,0.897,11,47,16,7,3,14,27,42,88,0.477,4,22,0.182,17,25,0.68,11,41,29,8,5,12,23,1,1
42,98,0.429,8,34,0.235,6,12,0.5,13,45,25,9,9,7,14,42,98,0.429,8,17,0.471,14,17,0.824,20,60,25,5,11,11,13,0,0
33,77,0.429,9,29,0.31,23,31,0.742,8,40,19,10,8,20,25,37,81,0.457,9,20,0.45,24,32,0.75,12,46,25,10,4,18,23,0,1
32,84,0.381,9,34,0.265,25,32,0.781,12,43,22,9,5,12,23,43,89,0.483,8,28,0.286,16,21,0.762,8,45,24,6,7,11,21,0,0
36,85,0.424,11,32,0.344,12,23,0.522,14,46,23,10,6,22,20,44,93,0.473,11,36,0.306,12,17,0.706,16,49,27,16,3,19,22,0,0
32,92,0.348,14,44,0.318,30,35,0.857,13,51,22,11,6,17,20,35,88,0.398,9,30,0.3,24,29,0.828,10,48,18,11,7,19,27,1,0
28,74,0.378,6,29,0.207,22,37,0.595,9,49,15,11,9,23,23,36,85,0.424,8,24,0.333,16,19,0.842,8,47,26,16,4,11,30,0,1
35,81,0.432,12,28,0.429,20,28,0.714,16,42,18,6,4,12,26,34,80,0.425,12,25,0.48,27,34,0.794,19,45,20,4,8,11,22,0,0
30,71,0.423,10,34,0.294,23,27,0.852,6,37,19,14,7,19,22,39,80,0.488,3,16,0.188,21,23,0.913,9,41,21,8,3,17,23,0,0
38,73,0.521,11,20,0.55,29,37,0.784,10,49,21,5,6,22,21,40,83,0.482,16,35,0.457,18,26,0.692,8,33,24,18,5,12,24,1,0
43,95,0.453,7,25,0.28,23,36,0.639,17,39,16,16,2,8,19,45,78,0.577,6,18,0.333,15,17,0.882,5,43,22,5,7,21,24,1,1
35,88,0.398,11,27,0.407,24,28,0.857,16,45,19,11,7,16,27,45,85,0.529,8,23,0.348,18,37,0.486,14,46,22,8,8,11,19,0,1
36,87,0.414,8,27,0.296,28,39,0.718,9,42,20,9,7,10,23,36,88,0.409,7,25,0.28,22,25,0.88,16,56,20,5,6,23,32,1,0
39,84,0.464,12,26,0.462,10,18,0.556,15,45,20,12,5,18,22,37,81,0.457,8,29,0.276,14,20,0.7,11,42,23,8,5,17,17,1,1
36,78,0.462,16,34,0.471,32,43,0.744,13,43,25,9,5,17,18,46,98,0.469,10,26,0.385,11,13,0.846,13,47,35,12,7,13,27,1,0
39,82,0.476,15,35,0.429,12,17,0.706,10,36,26,20,3,23,15,45,81,0.556,7,18,0.389,13,16,0.813,12,42,27,14,7,24,17,0,1
40,83,0.482,12,33,0.364,17,25,0.68,6,42,23,8,4,19,23,39,89,0.438,5,25,0.2,20,24,0.833,11,47,20,8,3,18,25,1,1
47,90,0.522,15,33,0.455,17,28,0.607,15,52,32,16,7,16,15,35,88,0.398,10,32,0.313,17,20,0.85,11,40,21,11,4,19,23,1,0
41,87,0.471,18,40,0.45,8,11,0.727,5,26,26,14,1,11,22,42,82,0.512,8,25,0.32,22,25,0.88,15,52,26,8,5,18,15,0,1
34,82,0.415,12,39,0.308,17,23,0.739,7,36,22,17,3,21,28,38,75,0.507,11,24,0.458,20,29,0.69,9,47,25,13,3,28,19,0,1
34,88,0.386,12,31,0.387,27,42,0.643,23,54,22,9,8,13,17,36,84,0.429,5,24,0.208,10,18,0.556,13,46,22,5,5,14,27,1,1
34,76,0.447,8,25,0.32,31,49,0.633,13,55,22,7,7,15,29,34,86,0.395,11,38,0.289,18,29,0.621,7,38,21,10,6,12,36,1,0
33,71,0.465,7,28,0.25,29,41,0.707,9,49,18,3,4,19,33,29,83,0.349,12,41,0.293,25,31,0.806,9,35,20,8,3,11,27,1,0
41,83,0.494,7,29,0.241,12,17,0.706,9,36,19,5,6,11,18,44,84,0.524,7,16,0.438,9,13,0.692,11,42,26,5,3,12,15,0,1
32,74,0.432,7,15,0.467,17,26,0.654,8,42,23,8,2,17,17,36,88,0.409,5,20,0.25,7,8,0.875,14,47,24,11,4,15,20,1,0
38,84,0.452,15,33,0.455,17,20,0.85,10,35,21,8,3,10,20,38,75,0.507,13,24,0.542,21,26,0.808,8,40,25,5,8,15,17,0,1
39,72,0.542,11,20,0.55,26,39,0.667,7,46,23,6,4,19,21,43,99,0.434,14,41,0.341,21,25,0.84,17,45,27,10,7,12,24,0,0
36,78,0.462,12,30,0.4,26,29,0.897,4,33,21,13,5,15,22,43,84,0.512,11,23,0.478,17,27,0.63,12,43,35,8,5,18,20,0,0
37,74,0.5,9,22,0.409,20,33,0.606,8,37,26,7,4,15,20,45,86,0.523,13,24,0.542,18,19,0.947,8,39,31,9,2,11,22,0,1
33,68,0.485,11,26,0.423,16,21,0.762,6,34,17,8,2,16,16,30,75,0.4,12,29,0.414,19,25,0.76,15,44,17,9,4,15,20,1,1
39,75,0.52,7,23,0.304,18,26,0.692,11,41,15,11,3,16,16,38,78,0.487,7,28,0.25,11,17,0.647,10,35,25,9,5,19,17,1,0
39,89,0.438,14,38,0.368,15,23,0.652,10,49,24,11,3,22,21,43,90,0.478,9,31,0.29,8,10,0.8,5,39,33,12,5,18,21,1,0
33,77,0.429,18,35,0.514,23,27,0.852,18,42,21,10,4,14,19,33,72,0.458,7,18,0.389,18,24,0.75,13,31,22,9,3,17,24,1,1
37,75,0.493,7,30,0.233,26,38,0.684,8,39,19,11,3,16,19,36,78,0.462,8,17,0.471,24,30,0.8,14,43,25,11,1,20,27,1,0
26,74,0.351,6,25,0.24,19,29,0.655,10,40,15,10,6,18,20,34,87,0.391,8,35,0.229,15,23,0.652,17,49,19,10,6,14,24,0,0
44,91,0.484,6,21,0.286,18,24,0.75,11,51,21,10,5,13,19,37,82,0.451,6,19,0.316,15,19,0.789,3,36,25,8,7,14,16,1,1
44,88,0.5,11,32,0.344,33,52,0.635,16,52,31,8,5,14,28,47,91,0.516,22,37,0.595,24,33,0.727,9,41,28,10,6,12,30,0,1
43,95,0.453,12,24,0.5,16,18,0.889,11,48,21,7,3,13,41,38,80,0.475,12,30,0.4,35,59,0.593,14,52,23,8,7,10,17,0,0
38,94,0.404,15,44,0.341,11,16,0.688,15,42,27,10,10,11,21,39,85,0.459,3,14,0.214,17,22,0.773,14,48,30,7,10,15,17,1,0
43,89,0.483,15,44,0.341,14,21,0.667,9,40,27,9,7,7,21,36,79,0.456,15,30,0.5,17,22,0.773,8,36,17,4,4,14,20,1,0
38,80,0.475,19,40,0.475,17,21,0.81,7,38,22,7,5,13,20,42,91,0.462,13,29,0.448,14,25,0.56,16,50,23,8,4,12,16,1,1
28,73,0.384,8,30,0.267,35,52,0.673,12,40,14,7,11,15,22,50,90,0.556,12,23,0.522,18,21,0.857,12,49,34,7,3,13,28,0,1
36,95,0.379,9,39,0.231,27,43,0.628,11,40,23,14,7,10,21,41,86,0.477,8,19,0.421,26,30,0.867,11,57,23,6,7,18,29,0,1
41,86,0.477,17,35,0.486,23,33,0.697,10,37,24,8,3,10,23,45,86,0.523,11,32,0.344,22,30,0.733,7,45,30,6,5,12,25,0,0
44,84,0.524,16,35,0.457,11,16,0.688,3,34,30,9,6,11,19,38,85,0.447,6,17,0.353,20,27,0.741,13,51,26,5,3,17,18,1,0
37,86,0.43,15,42,0.357,22,32,0.688,18,49,24,16,5,16,23,32,83,0.386,11,29,0.379,30,32,0.938,18,54,22,9,1,24,26,1,1
25,77,0.325,7,36,0.194,22,30,0.733,12,43,13,13,4,23,21,35,87,0.402,11,35,0.314,15,23,0.652,20,54,21,15,6,21,21,0,0
37,87,0.425,13,33,0.394,23,35,0.657,13,43,24,8,4,12,22,44,94,0.468,12,34,0.353,23,26,0.885,14,49,28,5,6,12,26,0,1
37,77,0.481,11,34,0.324,18,34,0.529,8,40,23,6,3,20,22,41,89,0.461,8,28,0.286,26,34,0.765,16,49,21,11,2,13,27,0,1
37,78,0.474,7,24,0.292,35,56,0.625,13,51,20,16,4,20,32,30,82,0.366,11,35,0.314,29,35,0.829,9,40,23,7,6,20,33,1,1
36,87,0.414,11,34,0.324,31,41,0.756,11,35,17,15,4,14,28,38,74,0.514,10,24,0.417,31,38,0.816,8,41,22,11,4,21,29,0,1
44,82,0.537,10,29,0.345,21,35,0.6,12,46,26,14,5,16,25,37,80,0.463,13,35,0.371,18,22,0.818,11,40,22,4,3,21,30,1,1
35,84,0.417,8,25,0.32,16,22,0.727,9,39,19,5,4,14,27,37,76,0.487,8,19,0.421,22,28,0.786,7,43,24,4,4,13,21,0,0
41,87,0.471,15,36,0.417,24,35,0.686,16,41,30,12,1,16,24,48,81,0.593,8,15,0.533,24,33,0.727,10,42,30,12,4,17,24,0,1
36,81,0.444,3,35,0.086,25,38,0.658,8,51,20,15,9,21,14,36,90,0.4,14,37,0.378,9,13,0.692,6,43,24,10,3,22,28,1,0
35,87,0.402,9,35,0.257,21,30,0.7,11,40,22,17,3,18,27,36,79,0.456,9,21,0.429,27,34,0.794,12,53,28,8,4,25,21,0,1
38,78,0.487,13,29,0.448,24,37,0.649,8,37,27,9,4,10,21,37,77,0.481,12,33,0.364,21,27,0.778,7,42,27,8,6,15,24,1,1
38,86,0.442,11,33,0.333,31,41,0.756,17,45,22,14,5,13,24,35,86,0.407,12,33,0.364,22,32,0.688,16,42,23,8,5,18,28,1,1
40,88,0.455,5,26,0.192,17,25,0.68,15,50,19,8,3,17,21,34,91,0.374,8,31,0.258,22,28,0.786,14,45,24,14,3,14,17,1,1
43,93,0.462,5,26,0.192,18,28,0.643,14,40,21,8,5,9,20,48,88,0.545,15,31,0.484,14,16,0.875,10,44,28,6,5,11,25,0,1
46,85,0.541,16,33,0.485,22,34,0.647,8,53,29,13,14,13,22,30,101,0.297,4,17,0.235,17,28,0.607,28,58,14,7,0,19,25,1,0
40,82,0.488,9,25,0.36,17,24,0.708,13,39,23,5,3,15,25,43,76,0.566,12,30,0.4,24,32,0.75,7,33,31,9,7,10,20,0,0
48,85,0.565,11,29,0.379,9,14,0.643,13,42,31,9,7,17,19,43,85,0.506,6,16,0.375,19,24,0.792,11,35,30,14,4,12,14,1,0
33,84,0.393,5,23,0.217,26,31,0.839,15,51,15,11,3,17,17,44,88,0.5,14,38,0.368,7,12,0.583,9,40,32,12,6,16,20,0,1
40,92,0.435,13,37,0.351,14,17,0.824,13,47,26,9,3,15,27,41,91,0.451,8,35,0.229,21,29,0.724,13,46,22,10,7,13,17,0,1
33,74,0.446,9,23,0.391,12,22,0.545,4,32,22,13,9,14,21,31,77,0.403,11,29,0.379,16,20,0.8,13,48,22,8,5,22,19,0,0
42,81,0.519,12,22,0.545,16,35,0.457,13,48,25,3,11,16,23,39,94,0.415,13,31,0.419,18,26,0.692,15,45,23,9,5,10,24,1,0
38,85,0.447,7,33,0.212,18,27,0.667,11,44,17,7,3,14,18,41,87,0.471,9,26,0.346,13,20,0.65,15,50,25,9,6,13,23,0,1
38,79,0.481,9,25,0.36,21,42,0.5,14,55,23,7,5,14,24,31,86,0.36,14,40,0.35,24,28,0.857,10,38,21,5,5,11,31,1,1
36,90,0.4,9,25,0.36,19,22,0.864,13,45,19,5,6,9,19,37,77,0.481,11,24,0.458,18,22,0.818,5,42,28,5,4,15,20,0,0
41,102,0.402,13,42,0.31,23,26,0.885,22,45,24,11,5,9,24,38,82,0.463,7,27,0.259,27,32,0.844,15,50,21,5,5,19,21,1,0
34,78,0.436,6,20,0.3,12,18,0.667,12,41,19,6,4,15,17,33,80,0.413,10,33,0.303,12,14,0.857,13,40,19,9,4,12,20,0,1
42,74,0.568,14,33,0.424,17,28,0.607,5,26,26,13,12,18,24,44,94,0.468,12,31,0.387,24,29,0.828,20,47,31,11,2,19,24,0,0
50,98,0.51,17,41,0.415,13,18,0.722,16,48,30,11,5,13,15,41,83,0.494,12,28,0.429,16,19,0.842,7,40,25,10,3,18,15,1,0
48,86,0.558,15,30,0.5,18,26,0.692,8,43,28,12,5,17,23,38,83,0.458,5,21,0.238,24,33,0.727,10,40,25,12,3,13,20,1,1
47,97,0.485,10,35,0.286,12,19,0.632,14,55,33,11,7,14,15,32,96,0.333,11,37,0.297,6,13,0.462,15,49,21,11,4,17,17,1,0
32,86,0.372,9,23,0.391,26,31,0.839,8,40,23,14,3,13,30,36,80,0.45,7,18,0.389,27,39,0.692,9,50,19,8,2,20,24,0,1
37,78,0.474,12,30,0.4,17,24,0.708,10,38,23,7,4,20,22,41,82,0.5,7,16,0.438,23,29,0.793,12,42,26,12,5,14,25,0,0
28,70,0.4,4,17,0.235,16,21,0.762,7,34,10,8,7,24,19,39,88,0.443,6,15,0.4,13,18,0.722,15,47,15,13,4,17,24,0,0
38,88,0.432,7,23,0.304,11,12,0.917,12,42,21,15,5,15,19,33,86,0.384,5,22,0.227,11,17,0.647,19,50,14,8,5,23,21,1,1
35,91,0.385,8,23,0.348,22,29,0.759,21,53,18,10,1,14,20,35,83,0.422,10,27,0.37,18,22,0.818,15,49,20,7,5,19,22,1,0
36,80,0.45,5,15,0.333,13,24,0.542,9,43,21,4,5,12,15,36,81,0.444,6,20,0.3,9,13,0.692,7,40,21,5,6,11,19,1,0
39,90,0.433,6,18,0.333,13,19,0.684,12,47,22,5,4,7,20,38,83,0.458,8,24,0.333,17,25,0.68,11,48,25,5,4,10,20,0,1
34,77,0.442,11,25,0.44,18,22,0.818,6,42,25,12,4,18,16,31,78,0.397,10,33,0.303,12,17,0.706,7,44,16,9,3,21,20,1,0
38,79,0.481,6,17,0.353,20,31,0.645,10,41,20,9,6,18,28,32,77,0.416,4,24,0.167,23,32,0.719,8,36,18,10,3,18,26,1,1
41,86,0.477,10,25,0.4,15,23,0.652,12,40,23,9,5,11,9,42,83,0.506,7,20,0.35,12,13,0.923,8,39,16,5,0,15,19,1,0
35,87,0.402,9,21,0.429,16,24,0.667,11,50,19,4,5,12,21,35,86,0.407,6,15,0.4,20,32,0.625,10,48,26,9,9,8,20,0,1
42,92,0.457,12,27,0.444,16,20,0.8,16,48,28,18,8,18,17,35,76,0.461,5,25,0.2,10,16,0.625,7,43,14,9,8,29,17,1,1
47,91,0.516,15,30,0.5,14,23,0.609,11,42,28,15,5,14,13,34,79,0.43,5,17,0.294,13,19,0.684,13,43,19,9,5,23,19,1,0
44,80,0.55,19,26,0.731,16,23,0.696,7,41,25,11,0,20,18,38,83,0.458,13,33,0.394,17,24,0.708,10,40,27,9,1,21,18,1,1
37,87,0.425,8,28,0.286,22,29,0.759,8,51,18,8,4,13,18,32,92,0.348,11,26,0.423,17,20,0.85,9,47,21,7,7,15,23,1,0
34,83,0.41,9,27,0.333,30,37,0.811,9,50,17,4,5,15,18,38,99,0.384,11,33,0.333,16,22,0.727,15,54,17,6,5,10,27,1,1
32,76,0.421,7,20,0.35,32,39,0.821,9,47,16,7,6,14,26,30,79,0.38,6,27,0.222,25,39,0.641,10,40,19,4,2,15,31,1,1
38,88,0.432,13,30,0.433,22,24,0.917,15,41,18,4,3,12,17,44,85,0.518,18,36,0.5,17,20,0.85,15,48,26,11,3,15,20,0,1
40,93,0.43,12,29,0.414,27,34,0.794,12,44,17,10,2,15,34,43,92,0.467,8,23,0.348,28,37,0.757,19,54,21,7,3,15,30,0,1
44,100,0.44,14,33,0.424,21,26,0.808,16,44,23,8,3,16,18,52,95,0.547,16,35,0.457,11,15,0.733,10,46,29,10,6,15,19,0,0
36,86,0.419,6,28,0.214,18,20,0.9,7,45,22,13,6,12,13,35,81,0.432,5,20,0.25,8,13,0.615,8,45,14,6,8,19,16,1,0
41,82,0.5,3,16,0.188,11,18,0.611,5,33,17,7,2,16,16,45,90,0.5,13,29,0.448,15,19,0.789,10,46,26,11,6,14,18,0,1
